% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
66.05                                             -1.5934854489575198E8-9.497010865302503E-7i       2.9738715990031275                                -15.706216352856565+0.027556680870750735i         -256143.23781393556-1.4588370968986413E8i         0.012749967329677956+7.295656109738004i           7
66.05                                             1.719857641308514E8+7.226257463629338E-6i         2.9678058344022533                                -32.92692790478942+0.005614218125303412i          -2.4891412836857427E-4-1.1287345383641156i        25884.57568905233+1.5134493375433204E8i           8
66.05                                             -1.719857641308514E8+7.226257463629338E-6i        2.9678058344022533                                -32.92692790478942-0.005614218125303412i          -2.4891412836857427E-4+1.1287345383641156i        25884.57568905233-1.5134493375433204E8i           8
66.1                                              4.854220362459838E7+5.744328832195592E-7i         2.978211227811592                                 1.5199186956592965-0.04521535959031013i           -2776843.923324606-9.33431193936657E7i            0.1431494519301101+4.812000601513975i             2
66.1                                              -4.854220362459838E7+5.744328832195592E-7i        2.978211227811592                                 1.5199186956592965+0.04521535959031013i           -2776843.923324606+9.33431193936657E7i            0.1431494519301101-4.812000601513975i             0
66.1                                              6.13286271245375E7-3.853152576733794E-8i          2.9522763496488813                                -3.9341497020201492-0.07465735282889005i          0.03029689416488552-1.5965220370061115i           1222983.7344001064-6.444648177886756E7i           3
66.1                                              -6.13286271245375E7-3.853152576733794E-8i         2.9522763496488813                                -3.9341497020201492+0.07465735282889005i          0.03029689416488552+1.5965220370061115i           1222983.7344001064+6.444648177886756E7i           0
66.1                                              8.855065732189243E7-1.2186665910476415E-6i        3.0161266006513827                                -1.5007753093411317E-4+0.03697858794541018i       -1.000692102473671-0.004055662552098001i          0.16073615058098473+6.504521216604893E-4i         4
66.1                                              -8.855065732189243E7-1.2186665910476415E-6i       3.0161266006513827                                -1.5007753093411317E-4-0.03697858794541018i       -1.000692102473671+0.004055662552098001i          0.16073615058098473-6.504521216604893E-4i         4
66.1                                              1.0507968006358291E8-2.007309465678427E-7i        2.959482012382317                                 2682303.6284553288-4673520.847497586i             -6.980315482361357-4.006256300485532i             -2.73670608657217-1.5706973456726i                5
66.1                                              -1.0507968006358291E8-2.007309465678427E-7i       2.959482012382317                                 2682303.6284553288+4673520.847497586i             -6.980315482361357+4.006256300485532i             -2.73670608657217+1.5706973456726i                0
66.1                                              1.5306105402049926E8+4.1738938983766224E-7i       2.8850252770985003                                -1.3114759134031372E8+2527113.4371567755i         -0.3203258219550139-16.62323330220634i            -0.6686800034811025-34.703458126489856i           6
66.1                                              -1.5306105402049926E8+4.1738938983766224E-7i      2.8850252770985003                                -1.3114759134031372E8-2527113.4371567755i         -0.3203258219550139+16.62323330220634i            -0.6686800034811025+34.703458126489856i           6
66.1                                              1.5945041615141228E8-1.5760197768631282E-6i       2.9738496902181155                                -15.753930186863379-0.027689040578216643i         -256087.32205131688+1.4594294506356058E8i         0.012878590771385815-7.315360416155763i           7
66.1                                              -1.5945041615141228E8-1.5760197768631282E-6i      2.9738496902181155                                -15.753930186863379+0.027689040578216643i         -256087.32205131688-1.4594294506356058E8i         0.012878590771385815+7.315360416155763i           7
66.1                                              1.720991610162274E8+9.709507585597964E-8i         2.9677852301349494                                -32.98600644856246+0.005609748742598183i          -1.9302477660013536E-4-1.1279286429259463i        25781.593309134085+1.5141876035440215E8i          8
66.1                                              -1.720991610162274E8+9.709507585597964E-8i        2.9677852301349494                                -32.98600644856246-0.005609748742598183i          -1.9302477660013536E-4+1.1279286429259463i        25781.593309134085-1.5141876035440215E8i          8
66.15                                             4.864741415182717E7-4.1647261085037737E-7i        2.9782557651370682                                1.5305135947887654-0.0454947466625002i            -2772868.9641730054-9.32833312175869E7i           0.14521603085491383+4.8852385054843195i           2
66.15                                             -4.864741415182717E7-4.1647261085037737E-7i       2.9782557651370682                                1.5305135947887654+0.0454947466625002i            -2772868.9641730054+9.32833312175869E7i           0.14521603085491383-4.8852385054843195i           0
66.15                                             6.146514133033842E7-1.700128466998662E-7i         2.951774793876141                                 -3.969922967934254-0.07523289440332054i           0.029560862096051212-1.5599908833042684i          1215157.5845926383-6.412193164092429E7i           3
66.15                                             -6.146514133033842E7-1.700128466998662E-7i        2.951774793876141                                 -3.969922967934254+0.07523289440332054i           0.029560862096051212+1.5599908833042684i          1215157.5845926383+6.412193164092429E7i           0
66.15                                             8.863814940312912E7-1.8029310097156606E-7i        3.016106764906965                                 -1.522855053045963E-4+0.03717386040098205i        -1.0050284101200555-0.004092966700481526i         0.16142125269590551+6.559839621648443E-4i         4
66.15                                             -8.863814940312912E7-1.8029310097156606E-7i       3.016106764906965                                 -1.522855053045963E-4-0.03717386040098205i        -1.0050284101200555+0.004092966700481526i         0.16142125269590551-6.559839621648443E-4i         4
66.15                                             1.0527487390169716E8+1.7340267228648038E-8i       2.9594671119198903                                2698781.1867104713-4706087.667178755i             -6.9935419953875115-4.010558523060176i            -2.7354070095927345-1.5686628810417038i           5
66.15                                             -1.0527487390169716E8+1.7340267228648038E-8i      2.9594671119198903                                2698781.1867104713+4706087.667178755i             -6.9935419953875115+4.010558523060176i            -2.7354070095927345+1.5686628810417038i           0
66.15                                             1.531777085106349E8-1.7251488107564104E-6i        2.884993321665676                                 -1.3113286847621472E8+2535277.808193498i          -0.32259214518791346-16.68447844892209i           -0.6730901648835621-34.81397988525458i            6
66.15                                             -1.531777085106349E8-1.7251488107564104E-6i       2.884993321665676                                 -1.3113286847621472E8-2535277.808193498i          -0.32259214518791346+16.68447844892209i           -0.6730901648835621+34.81397988525458i            6
66.15                                             1.5955229048099998E8-4.039919592191298E-7i        2.9738277626734546                                -15.801824485864465-0.027787993600555543i         -256031.25025603944+1.4600216187578613E8i         0.012891281808526094-7.335132050336278i           7
66.15                                             -1.5955229048099998E8-4.039919592191298E-7i       2.9738277626734546                                -15.801824485864465+0.027787993600555543i         -256031.25025603944-1.4600216187578613E8i         0.012891281808526094+7.335132050336278i           7
66.15                                             1.7221255945046437E8+3.175217228386364E-6i        2.9677646220646254                                -33.045144520748316+0.005598960708524763i         -1.6386220611173656E-4-1.1271255470169417i        25678.598606074793+1.5149258397522143E8i          8
66.15                                             -1.7221255945046437E8+3.175217228386364E-6i       2.9677646220646254                                -33.045144520748316-0.005598960708524763i         -1.6386220611173656E-4+1.1271255470169417i        25678.598606074793-1.5149258397522143E8i          8
66.2                                              4.87525523565775E7+2.5500238791755683E-8i         2.9783000825487065                                1.541199356768857-0.0457767071386044i             -2768905.7666134583-9.322319460331964E7i          0.1473192151365757+4.959918198441618i             2
66.2                                              -4.87525523565775E7+2.5500238791755683E-8i        2.9783000825487065                                1.541199356768857+0.0457767071386044i             -2768905.7666134583+9.322319460331964E7i          0.1473192151365757-4.959918198441618i             0
66.2                                              6.160215127297142E7+2.714251154761874E-8i         2.951267435243222                                 -4.005919979315145-0.0758102371040379i            0.02881767810692254-1.5227877744771303i           1207286.8005416982-6.379480204632465E7i           3
66.2                                              -6.160215127297142E7+2.714251154761874E-8i        2.951267435243222                                 -4.005919979315145+0.0758102371040379i            0.02881767810692254+1.5227877744771303i           1207286.8005416982+6.379480204632465E7i           0
66.2                                              8.872580219350955E7-1.142551703667422E-6i         3.016086251680622                                 -1.520434117870068E-4+0.03736059357208486i        -1.009378558877837-0.004128861448688594i          0.16210247323258348+6.608311931747073E-4i         4
66.2                                              -8.872580219350955E7-1.142551703667422E-6i        3.016086251680622                                 -1.520434117870068E-4-0.03736059357208486i        -1.009378558877837+0.004128861448688594i          0.16210247323258348-6.608311931747073E-4i         0
66.2                                              1.0546965208683129E8-2.734991665083929E-8i        2.9594522322194625                                2715234.1958749075-4738704.1108143935i            -7.006725270251993-4.0147891668965165i            -2.734085073109942-1.5666053999859488i            5
66.2                                              -1.0546965208683129E8-2.734991665083929E-8i       2.9594522322194625                                2715234.1958749075+4738704.1108143935i            -7.006725270251993+4.0147891668965165i            -2.734085073109942+1.5666053999859488i            0
66.2                                              1.5329436682771894E8-2.273428951556922E-6i        2.88496136538903                                  -1.3111812842969231E8+2543437.030618339i          -0.3247932129876622-16.745979043330227i           -0.6774887792807087-34.9247464689879i             6
66.2                                              -1.5329436682771894E8-2.273428951556922E-6i       2.88496136538903                                  -1.3111812842969231E8-2543437.030618339i          -0.3247932129876622+16.745979043330227i           -0.6774887792807087+34.9247464689879i             6
66.2                                              1.5965416788827085E8+2.8239599306096567E-6i       2.973805816347668                                 -15.849904090944788-0.027701894212353223i         -255975.02270344863+1.4606136011350128E8i         0.012871546339802637-7.354985873327536i           7
66.2                                              -1.5965416788827085E8+2.8239599306096567E-6i      2.973805816347668                                 -15.849904090944788+0.027701894212353223i         -255975.02270344863-1.4606136011350128E8i         0.012871546339802637+7.354985873327536i           7
66.2                                              1.7232595943282506E8+8.717353801129408E-7i        2.9677440101902866                                -33.10436360202714+0.005579848124320511i          -1.8399668979701762E-4-1.1263022808030423i        25575.591753035285+1.515664046127677E8i           8
66.2                                              -1.7232595943282506E8+8.717353801129408E-7i       2.9677440101902866                                -33.10436360202714-0.005579848124320511i          -1.8399668979701762E-4+1.1263022808030423i        25575.591753035285-1.515664046127677E8i           8
66.25                                             4.885761918822574E7+2.284082528609182E-7i         2.978344172945283                                 1.5519767377432108-0.04606081996633133i           -2764953.9563542004-9.316270235795411E7i          0.14946495725618242+5.036066822814748i            2
66.25                                             -4.885761918822574E7+2.284082528609182E-7i        2.978344172945283                                 1.5519767377432108+0.04606081996633133i           -2764953.9563542004+9.316270235795411E7i          0.14946495725618242-5.036066822814748i            0
66.25                                             6.173966424499184E7-2.2606256129823445E-7i        2.950754283153901                                 -4.042141480346769-0.07638900950584707i           0.02806086522339275-1.4848814392420526i           1199371.579234476-6.346509436842061E7i            3
66.25                                             -6.173966424499184E7-2.2606256129823445E-7i       2.950754283153901                                 -4.042141480346769+0.07638900950584707i           0.02806086522339275+1.4848814392420526i           1199371.579234476+6.346509436842061E7i            0
66.25                                             8.881361718246797E7+5.315042231707734E-6i         3.0160650526346124                                -1.5184673043844155E-4+0.03754194545790707i       -1.0137557662360321-0.004162808151578056i         0.16278117518246693+6.712280571080461E-4i         4
66.25                                             -8.881361718246797E7+5.315042231707734E-6i        3.0160650526346124                                -1.5184673043844155E-4-0.03754194545790707i       -1.0137557662360321+0.004162808151578056i         0.16278117518246693-6.712280571080461E-4i         0
66.25                                             1.0566401832133205E8+1.4557250092137207E-7i       2.959437372470608                                 2731662.16519156-4771370.230362951i               -7.0198599995749325-4.018947430101387i            -2.7327367489645855-1.564522403543164i            5
66.25                                             -1.0566401832133205E8+1.4557250092137207E-7i      2.959437372470608                                 2731662.16519156+4771370.230362951i               -7.0198599995749325+4.018947430101387i            -2.7327367489645855+1.564522403543164i            0
66.25                                             1.5341102897308788E8-6.724586485762607E-7i        2.8849294083229                                   -1.311033712079091E8+2551591.0912443874i          -0.3270744173328612-16.807724532276307i           -0.6818883320209289-35.03579831895971i            6
66.25                                             -1.5341102897308788E8-6.724586485762607E-7i       2.8849294083229                                   -1.311033712079091E8-2551591.0912443874i          -0.3270744173328612+16.807724532276307i           -0.6818883320209289+35.03579831895971i            6
66.25                                             1.597560483769731E8+1.987567308110402E-6i         2.973783851219239                                 -15.898159791738928-0.027809261357407966i         -255918.63966223475+1.4612053976364243E8i         0.012892618959673809-7.374855826156649i           7
66.25                                             -1.597560483769731E8+1.987567308110402E-6i        2.973783851219239                                 -15.898159791738928+0.027809261357407966i         -255918.63966223475-1.4612053976364243E8i         0.012892618959673809+7.374855826156649i           7
66.25                                             1.724393609625755E8-1.0944270229074523E-6i        2.9677233945111774                                -33.16365409915277+0.005581324567579647i          -1.9373434592382307E-4-1.1254894123686443i        25472.57278016569+1.5164022226304084E8i           8
66.25                                             -1.724393609625755E8-1.0944270229074523E-6i       2.9677233945111774                                -33.16365409915277-0.005581324567579647i          -1.9373434592382307E-4+1.1254894123686443i        25472.57278016569-1.5164022226304084E8i           8
66.3                                              4.896261559631359E7-9.002161803054741E-8i         2.9783880290180478                                1.5628462384275417-0.046347612612813546i          -2761013.157857015-9.310184715005259E7i           0.1516528520426911+5.113712246685056i             2
66.3                                              -4.896261559631359E7-9.002161803054741E-8i        2.9783880290180478                                1.5628462384275417+0.046347612612813546i          -2761013.157857015+9.310184715005259E7i           0.1516528520426911-5.113712246685056i             0
66.3                                              6.187768759164466E7+9.585052295497606E-8i         2.9502353498254923                                -4.078583035136255-0.07696928597279806i           0.027291857480106943-1.4462702323693588i          1191412.1434280043-6.3132810983645305E7i          3
66.3                                              -6.187768759164466E7+9.585052295497606E-8i        2.9502353498254923                                -4.078583035136255+0.07696928597279806i           0.027291857480106943+1.4462702323693588i          1191412.1434280043+6.3132810983645305E7i          0
66.3                                              8.890159587689887E7+4.570669414393366E-6i         3.0160431593492456                                -1.5528894233062866E-4+0.0377179662924209i        -1.0181470511816328-0.004201348643535625i         0.1634685736050056+6.732454642329317E-4i          4
66.3                                              -8.890159587689887E7+4.570669414393366E-6i        3.0160431593492456                                -1.5528894233062866E-4-0.0377179662924209i        -1.0181470511816328+0.004201348643535625i         0.1634685736050056-6.732454642329317E-4i          0
66.3                                              1.05857976255739E8-2.538094664632383E-7i          2.959422531875176                                 2748064.6012026886-4804086.078310161i             -7.032951935430957-4.0230356330901i               -2.731365516128144-1.5624135112430346i            5
66.3                                              -1.05857976255739E8-2.538094664632383E-7i         2.959422531875176                                 2748064.6012026886+4804086.078310161i             -7.032951935430957+4.0230356330901i               -2.731365516128144+1.5624135112430346i            0
66.3                                              1.5352769494801205E8+2.2891357762930683E-6i       2.8848974505215192                                -1.3108859681838085E8+2559739.9647409916i         -0.32941611900412665-16.869642352587537i          -0.6863001499312276-35.14713007693001i            6
66.3                                              -1.5352769494801205E8+2.2891357762930683E-6i      2.8848974505215192                                -1.3108859681838085E8-2559739.9647409916i         -0.32941611900412665+16.869642352587537i          -0.6863001499312276+35.14713007693001i            6
66.3                                              1.5985793195083648E8+2.9416020716681477E-7i       2.9737618672667034                                -15.946561199802039-0.027941797203554945i         -255862.10133007335+1.4617970081310943E8i         0.012951544512215571-7.394778218173658i           7
66.3                                              -1.5985793195083648E8+2.9416020716681477E-7i      2.9737618672667034                                -15.946561199802039+0.027941797203554945i         -255862.10133007335-1.4617970081310943E8i         0.012951544512215571+7.394778218173658i           7
66.3                                              1.7255276403894976E8+1.3088290051235575E-6i       2.967702775026263                                 -33.22301242785341+0.005548666936514504i          -1.678075234554013E-4-1.1246445519859418i         25369.541806757687+1.5171403692197022E8i          8
66.3                                              -1.7255276403894976E8+1.3088290051235575E-6i      2.967702775026263                                 -33.22301242785341-0.005548666936514504i          -1.678075234554013E-4+1.1246445519859418i         25369.541806757687-1.5171403692197022E8i          8
66.35                                             4.906754253076835E7+1.5785500439310777E-7i        2.978431643244566                                 1.573810617423323-0.046636986642201096i           -2757082.994244615-9.304062150633805E7i           0.1538817870084819+5.192887184597248i             2
66.35                                             -4.906754253076835E7+1.5785500439310777E-7i       2.978431643244566                                 1.573810617423323+0.046636986642201096i           -2757082.994244615+9.304062150633805E7i           0.1538817870084819-5.192887184597248i             0
66.35                                             6.201622870895992E7+3.186416629385526E-7i         2.9497106503611574                                -4.115249312935946-0.07755034562343736i           0.02651205743345507-1.4069431732160382i           1183408.7420688795-6.279795529963543E7i           3
66.35                                             -6.201622870895992E7+3.186416629385526E-7i        2.9497106503611574                                -4.115249312935946+0.07755034562343736i           0.02651205743345507+1.4069431732160382i           1183408.7420688795+6.279795529963543E7i           0
66.35                                             8.898973980137244E7+2.3777817385958084E-6i        3.0160205633224715                                -1.5888899456972477E-4+0.0378782010959873i        -1.0225519454065537-0.004237601125328966i         0.1641461558025192+6.803246640447383E-4i          4
66.35                                             -8.898973980137244E7+2.3777817385958084E-6i       3.0160205633224715                                -1.5888899456972477E-4-0.0378782010959873i        -1.0225519454065537+0.004237601125328966i         0.1641461558025192-6.803246640447383E-4i          0
66.35                                             1.0605152948985395E8+4.4411639884584606E-8i       2.9594077096472815                                2764441.0088727023-4836851.707116055i             -7.045996227289245-4.027050865989583i             -2.729971771511787-1.5602813039424661i            5
66.35                                             -1.0605152948985395E8+4.4411639884584606E-8i      2.9594077096472815                                2764441.0088727023+4836851.707116055i             -7.045996227289245+4.027050865989583i             -2.729971771511787+1.5602813039424661i            0
66.35                                             1.5364436475378138E8-2.049020318863524E-6i        2.884865492039027                                 -1.3107380526904593E8+2567883.609831027i          -0.33163729432577654-16.9318302675109i            -0.6907692156448083-35.258721464109094i           6
66.35                                             -1.5364436475378138E8-2.049020318863524E-6i       2.884865492039027                                 -1.3107380526904593E8-2567883.609831027i          -0.33163729432577654+16.9318302675109i            -0.6907692156448083+35.258721464109094i           6
66.35                                             1.5995981861357567E8+8.023465743571196E-7i        2.97373986446854                                  -15.99513987388911-0.0279586781358726i            -255805.40779727307+1.4623884324873918E8i         0.012950382932263008-7.4147584704059994i          7
66.35                                             -1.5995981861357567E8+8.023465743571196E-7i       2.97373986446854                                  -15.99513987388911+0.0279586781358726i            -255805.40779727307-1.4623884324873918E8i         0.012950382932263008+7.4147584704059994i          7
66.35                                             1.72666168661214E8+5.153349022902088E-7i          2.96768215173475                                  -33.28243786971141+0.005532827205022887i          -1.6433630664356992E-4-1.1237951414502119i        25266.49900022076+1.517878485855107E8i            8
66.35                                             -1.72666168661214E8+5.153349022902088E-7i         2.96768215173475                                  -33.28243786971141-0.005532827205022887i          -1.6433630664356992E-4+1.1237951414502119i        25266.49900022076-1.517878485855107E8i            8
66.4                                              4.917240094209703E7+1.7294226301284273E-7i        2.978475007882393                                 1.5848688451975828-0.04692887691266899i           -2753163.087168541-9.297901780830503E7i           0.15615518020648628+5.2736222202509815i           2
66.4                                              -4.917240094209703E7+1.7294226301284273E-7i       2.978475007882393                                 1.5848688451975828+0.04692887691266899i           -2753163.087168541+9.297901780830503E7i           0.15615518020648628-5.2736222202509815i           0
66.4                                              6.215529504164132E7+7.495218896373129E-7i         2.9491802028218643                                -4.152128318394584-0.07813351693785371i           0.02572139846926767-1.366890949242317i            1175361.6507827213-6.246053178358664E7i           3
66.4                                              -6.215529504164132E7+7.495218896373129E-7i        2.9491802028218643                                -4.152128318394584+0.07813351693785371i           0.02572139846926767+1.366890949242317i            1175361.6507827213+6.246053178358664E7i           0
66.4                                              8.90780504983739E7-5.911919119688537E-7i          3.015997255969734                                 -1.576767202820649E-4+0.03804205818374892i        -1.0269777583012039-0.004272941198023344i         0.16482857804344245+6.757085157701814E-4i         4
66.4                                              -8.90780504983739E7-5.911919119688537E-7i         3.015997255969734                                 -1.576767202820649E-4-0.03804205818374892i        -1.0269777583012039+0.004272941198023344i         0.16482857804344245-6.757085157701814E-4i         0
66.4                                              1.0624468157364342E8-5.3824679036891733E-8i       2.959392905012854                                 2780790.892152265-4869667.168781202i              -7.058998479280335-4.030995357475368i             -2.728549134116664-1.558118529042093i             5
66.4                                              -1.0624468157364342E8-5.3824679036891733E-8i      2.959392905012854                                 2780790.892152265+4869667.168781202i              -7.058998479280335+4.030995357475368i             -2.728549134116664+1.558118529042093i             0
66.4                                              1.5376103839162436E8+5.621018221695981E-6i        2.8848335329294725                                -1.3105899656713778E8+2576022.027105888i          -0.334116211649724-16.994210773724355i            -0.6952173782055352-35.37060317530156i            6
66.4                                              -1.5376103839162436E8+5.621018221695981E-6i       2.8848335329294725                                -1.3105899656713778E8-2576022.027105888i          -0.334116211649724+16.994210773724355i            -0.6952173782055352+35.37060317530156i            6
66.4                                              1.600617083688883E8-3.6649090442931176E-7i        2.9737178428033038                                -16.04392003600358-0.02805222645911341i           -255748.55934992316+1.4629796705733192E8i         0.012980986278497569-7.434786844002505i           7
66.4                                              -1.600617083688883E8-3.6649090442931176E-7i       2.9737178428033038                                -16.04392003600358+0.02805222645911341i           -255748.55934992316-1.4629796705733192E8i         0.012980986278497569+7.434786844002505i           7
66.4                                              1.7277957482859713E8-8.007083897229128E-8i        2.9676615246356866                                -33.34193847010942+0.005528989952409221i          -2.018490346720543E-4-1.1229394917051987i         25163.44449108908+1.5186165724957713E8i           8
66.4                                              -1.7277957482859713E8-8.007083897229128E-8i       2.9676615246356866                                -33.34193847010942-0.005528989952409221i          -2.018490346720543E-4+1.1229394917051987i         25163.44449108908-1.5186165724957713E8i           8
66.45                                             4.927719178160468E7+1.2881278776358773E-7i        2.978518114962495                                 1.596023802707343-0.047223901444404276i           -2749253.0566741866-9.291702828872727E7i          0.1584735397882623+5.355951588488168i             2
66.45                                             -4.927719178160468E7+1.2881278776358773E-7i       2.978518114962495                                 1.596023802707343+0.047223901444404276i           -2749253.0566741866+9.291702828872727E7i          0.1584735397882623-5.355951588488168i             0
66.45                                             6.229489408085761E7+2.0817304040144916E-8i        2.948644028296506                                 -4.189228104642891-0.0787177240281438i            0.024917674015197733-1.3260991060035088i          1167271.172668339-6.212054599011797E7i            3
66.45                                             -6.229489408085761E7+2.0817304040144916E-8i       2.948644028296506                                 -4.189228104642891+0.0787177240281438i            0.024917674015197733+1.3260991060035088i          1167271.172668339+6.212054599011797E7i            0
66.45                                             8.916652952853043E7-1.15393079944193E-6i          3.0159732286236105                                -1.5893446393779915E-4+0.03818804773880106i       -1.0314196423730113-0.00431198283037578i          0.16550760806295006+6.916494679442137E-4i         4
66.45                                             -8.916652952853043E7-1.15393079944193E-6i         3.0159732286236105                                -1.5893446393779915E-4-0.03818804773880106i       -1.0314196423730113+0.00431198283037578i          0.16550760806295006-6.916494679442137E-4i         0
66.45                                             1.0643743600823563E8+5.233203018097323E-8i        2.9593781172094524                                2797113.753088565-4902532.515423667i              -7.071955417376002-4.034866271530229i             -2.7271075069022572-1.555937551892365i            5
66.45                                             -1.0643743600823563E8+5.233203018097323E-8i       2.9593781172094524                                2797113.753088565+4902532.515423667i              -7.071955417376002+4.034866271530229i             -2.7271075069022572+1.555937551892365i            0
66.45                                             1.5387771586276668E8-4.9643528315832245E-6i       2.8848015732467953                                -1.3104417072149858E8+2584155.1408075956i         -0.33623957257602055-17.056867101394626i          -0.6997531179316089-35.482748685231215i           6
66.45                                             -1.5387771586276668E8-4.9643528315832245E-6i      2.8848015732467953                                -1.3104417072149858E8-2584155.1408075956i         -0.33623957257602055+17.056867101394626i          -0.6997531179316089+35.482748685231215i           6
66.45                                             1.6016360122045997E8+4.491408928083445E-6i        2.9736958022494613                                -16.092863480905674-0.028023854036906697i         -255691.55611998474+1.4635707222563946E8i         0.012980549288445503-7.454862357651095i           7
66.45                                             -1.6016360122045997E8+4.491408928083445E-6i       2.9736958022494613                                -16.092863480905674+0.028023854036906697i         -255691.55611998474-1.4635707222563946E8i         0.012980549288445503+7.454862357651095i           7
66.45                                             1.7289298254034594E8-2.472092953262752E-7i        2.9676408937282863                                -33.40150671041192+0.00551096099625132i           -1.7408131461158229E-4-1.1220473461907974i        25060.378333526813+1.5193546291009048E8i          8
66.45                                             -1.7289298254034594E8-2.472092953262752E-7i       2.9676408937282863                                -33.40150671041192-0.00551096099625132i           -1.7408131461158229E-4+1.1220473461907974i        25060.378333526813-1.5193546291009048E8i          8
66.5                                              4.938191600160404E7+1.9113433368411104E-7i        2.978560956282529                                 1.607277300027394-0.04752125116541817i            -2745352.5210586595-9.285464502807279E7i          0.16083573471892987+5.439905603007112i            2
66.5                                              -4.938191600160404E7+1.9113433368411104E-7i       2.978560956282529                                 1.607277300027394+0.04752125116541817i            -2745352.5210586595+9.285464502807279E7i          0.16083573471892987-5.439905603007112i            0
66.5                                              6.2435033361857E7-1.2778988137383175E-8i          2.9481021509709353                                -4.226547118335518-0.07930199773647127i           0.02410038173124118-1.284559889680629i            1159137.6385867964-6.177800458909222E7i           3
66.5                                              -6.2435033361857E7-1.2778988137383175E-8i         2.9481021509709353                                -4.226547118335518+0.07930199773647127i           0.02410038173124118+1.284559889680629i            1159137.6385867964+6.177800458909222E7i           0
66.5                                              8.925517847086288E7+9.081244540110391E-7i         3.01594847253368                                  -1.6043431521186438E-4+0.03831496683601626i       -1.0358709824463834-0.004351946049487394i         0.16617632881919042+7.000347592754723E-4i         4
66.5                                              -8.925517847086288E7+9.081244540110391E-7i        3.01594847253368                                  -1.6043431521186438E-4-0.03831496683601626i       -1.0358709824463834+0.004351946049487394i         0.16617632881919042-7.000347592754723E-4i         0
66.5                                              1.0662979624681538E8+1.829776325096568E-7i        2.9593633454860186                                2813409.0919179334-4935447.799187419i             -7.084867109084456-4.038666379677101i             -2.725637375792717-1.5537268818781458i            5
66.5                                              -1.0662979624681538E8+1.829776325096568E-7i       2.9593633454860186                                2813409.0919179334+4935447.799187419i             -7.084867109084456+4.038666379677101i             -2.725637375792717+1.5537268818781458i            0
66.5                                              1.5399439716840827E8+3.641344393792138E-6i        2.8847696130448472                                -1.3102932773904727E8+2592282.9788552704i         -0.3387557429965072-17.11971912396892i            -0.7042002550838665-35.59517274781026i            6
66.5                                              -1.5399439716840827E8+3.641344393792138E-6i       2.8847696130448472                                -1.3102932773904727E8-2592282.9788552704i         -0.3387557429965072+17.11971912396892i            -0.7042002550838665+35.59517274781026i            6
66.5                                              1.6026549717196324E8+8.611517298526818E-8i        2.9736737427855076                                -16.141965956139646-0.028135324704316737i         -255634.3983349287+1.464161587403759E8i           0.01300654927625367-7.474979301440928i            7
66.5                                              -1.6026549717196324E8+8.611517298526818E-8i       2.9736737427855076                                -16.141965956139646+0.028135324704316737i         -255634.3983349287-1.464161587403759E8i           0.01300654927625367+7.474979301440928i            7
66.5                                              1.7300639179569703E8-1.2488187725317063E-7i       2.967620259011638                                 -33.4611453546602+0.005499710067577456i           -1.937298593086812E-4-1.121166934832611i          24957.30072559124+1.5200926556293133E8i           8
66.5                                              -1.7300639179569703E8-1.2488187725317063E-7i      2.967620259011638                                 -33.4611453546602-0.005499710067577456i           -1.937298593086812E-4+1.121166934832611i          24957.30072559124-1.5200926556293133E8i           8
66.55                                             4.948657455562808E7+3.5469751849659553E-7i        2.978603523399797                                 1.6186287000843333-0.04782134001409599i           -2741461.0967762335-9.279185995082724E7i          0.163247850682112+5.525522815646271i              2
66.55                                             -4.948657455562808E7+3.5469751849659553E-7i       2.978603523399797                                 1.6186287000843333+0.04782134001409599i           -2741461.0967762335+9.279185995082724E7i          0.163247850682112-5.525522815646271i              0
66.55                                             6.257572046142469E7-1.6541766236625257E-7i        2.94755459819509                                  -4.26407773398275-0.07988950646003214i            0.02327501689080121-1.242275059396275i            1150961.407939017-6.143291539306181E7i            3
66.55                                             -6.257572046142469E7-1.6541766236625257E-7i       2.94755459819509                                  -4.26407773398275+0.07988950646003214i            0.02327501689080121+1.242275059396275i            1150961.407939017+6.143291539306181E7i            0
66.55                                             8.934399892300963E7-7.91284677721632E-7i          3.0159229788660964                                -1.604425907058755E-4+0.038463714248359475i       -1.0403578370123574-0.0043892448084234875i        0.16686447253448516+7.024373969663894E-4i         4
66.55                                             -8.934399892300963E7-7.91284677721632E-7i         3.0159229788660964                                -1.604425907058755E-4-0.038463714248359475i       -1.0403578370123574+0.0043892448084234875i        0.16686447253448516-7.024373969663894E-4i         0
66.55                                             1.0682176569553517E8+4.4889061989745016E-7i       2.9593485891027007                                2829676.4073301805-4968413.072074656i             -7.0977346053711985-4.042396278537019i            -2.724140645845095-1.5514883825237467i            5
66.55                                             -1.0682176569553517E8+4.4889061989745016E-7i      2.9593485891027007                                2829676.4073301805+4968413.072074656i             -7.0977346053711985+4.042396278537019i            -2.724140645845095+1.5514883825237467i            0
66.55                                             1.5411108230972826E8+6.587913381887889E-6i        2.8847376523773005                                -1.3101446762859695E8+2600405.478686266i          -0.34116308399050704-17.18280744693186i           -0.7086935020387168-35.70787989943099i            6
